reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-04-19,wk inc covid hosp,-1,2025-04-12,01,quantile,0.010,95.147127
2025-04-19,wk inc covid hosp,-1,2025-04-12,01,quantile,0.025,99.770847
2025-04-19,wk inc covid hosp,-1,2025-04-12,01,quantile,0.050,102.474605
2025-04-19,wk inc covid hosp,-1,2025-04-12,01,quantile,0.100,106.380034
2025-04-19,wk inc covid hosp,-1,2025-04-12,01,quantile,0.150,109.438823
2025-04-19,wk inc covid hosp,-1,2025-04-12,01,quantile,0.200,110.832461
2025-04-19,wk inc covid hosp,-1,2025-04-12,01,quantile,0.250,112.452131
2025-04-19,wk inc covid hosp,-1,2025-04-12,01,quantile,0.300,113.866557
2025-04-19,wk inc covid hosp,-1,2025-04-12,01,quantile,0.350,115.418280
2025-04-19,wk inc covid hosp,-1,2025-04-12,01,quantile,0.400,116.657889
2025-04-19,wk inc covid hosp,-1,2025-04-12,01,quantile,0.450,117.684708
2025-04-19,wk inc covid hosp,-1,2025-04-12,01,quantile,0.500,118.739923
2025-04-19,wk inc covid hosp,-1,2025-04-12,01,quantile,0.550,119.656940
2025-04-19,wk inc covid hosp,-1,2025-04-12,01,quantile,0.600,120.935786
2025-04-19,wk inc covid hosp,-1,2025-04-12,01,quantile,0.650,122.321990
2025-04-19,wk inc covid hosp,-1,2025-04-12,01,quantile,0.700,123.875404
2025-04-19,wk inc covid hosp,-1,2025-04-12,01,quantile,0.750,125.373039
2025-04-19,wk inc covid hosp,-1,2025-04-12,01,quantile,0.800,127.145415
2025-04-19,wk inc covid hosp,-1,2025-04-12,01,quantile,0.850,129.471970
2025-04-19,wk inc covid hosp,-1,2025-04-12,01,quantile,0.900,133.148840
2025-04-19,wk inc covid hosp,-1,2025-04-12,01,quantile,0.950,138.536110
2025-04-19,wk inc covid hosp,-1,2025-04-12,01,quantile,0.975,148.319176
2025-04-19,wk inc covid hosp,-1,2025-04-12,01,quantile,0.990,162.199093
2025-04-19,wk inc covid hosp,0,2025-04-19,01,quantile,0.010,70.815605
2025-04-19,wk inc covid hosp,0,2025-04-19,01,quantile,0.025,77.010684
2025-04-19,wk inc covid hosp,0,2025-04-19,01,quantile,0.050,79.760436
2025-04-19,wk inc covid hosp,0,2025-04-19,01,quantile,0.100,84.826384
2025-04-19,wk inc covid hosp,0,2025-04-19,01,quantile,0.150,88.180731
2025-04-19,wk inc covid hosp,0,2025-04-19,01,quantile,0.200,90.151928
2025-04-19,wk inc covid hosp,0,2025-04-19,01,quantile,0.250,91.853923
2025-04-19,wk inc covid hosp,0,2025-04-19,01,quantile,0.300,94.188265
2025-04-19,wk inc covid hosp,0,2025-04-19,01,quantile,0.350,95.735110
2025-04-19,wk inc covid hosp,0,2025-04-19,01,quantile,0.400,97.104867
2025-04-19,wk inc covid hosp,0,2025-04-19,01,quantile,0.450,98.272825
2025-04-19,wk inc covid hosp,0,2025-04-19,01,quantile,0.500,99.750377
2025-04-19,wk inc covid hosp,0,2025-04-19,01,quantile,0.550,101.400011
2025-04-19,wk inc covid hosp,0,2025-04-19,01,quantile,0.600,102.840942
