reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-03-02,wk inc covid hosp,-1,2024-02-24,01,quantile,0.010,255.428002
2024-03-02,wk inc covid hosp,-1,2024-02-24,01,quantile,0.025,318.592621
2024-03-02,wk inc covid hosp,-1,2024-02-24,01,quantile,0.050,355.513783
2024-03-02,wk inc covid hosp,-1,2024-02-24,01,quantile,0.100,373.227349
2024-03-02,wk inc covid hosp,-1,2024-02-24,01,quantile,0.150,386.346589
2024-03-02,wk inc covid hosp,-1,2024-02-24,01,quantile,0.200,389.542115
2024-03-02,wk inc covid hosp,-1,2024-02-24,01,quantile,0.250,393.758107
2024-03-02,wk inc covid hosp,-1,2024-02-24,01,quantile,0.300,396.885851
2024-03-02,wk inc covid hosp,-1,2024-02-24,01,quantile,0.350,399.443226
2024-03-02,wk inc covid hosp,-1,2024-02-24,01,quantile,0.400,401.088563
2024-03-02,wk inc covid hosp,-1,2024-02-24,01,quantile,0.450,403.657037
2024-03-02,wk inc covid hosp,-1,2024-02-24,01,quantile,0.500,406.604413
2024-03-02,wk inc covid hosp,-1,2024-02-24,01,quantile,0.550,409.135282
2024-03-02,wk inc covid hosp,-1,2024-02-24,01,quantile,0.600,411.452717
2024-03-02,wk inc covid hosp,-1,2024-02-24,01,quantile,0.650,413.365365
2024-03-02,wk inc covid hosp,-1,2024-02-24,01,quantile,0.700,415.712691
2024-03-02,wk inc covid hosp,-1,2024-02-24,01,quantile,0.750,419.373398
2024-03-02,wk inc covid hosp,-1,2024-02-24,01,quantile,0.800,422.611226
2024-03-02,wk inc covid hosp,-1,2024-02-24,01,quantile,0.850,426.984580
2024-03-02,wk inc covid hosp,-1,2024-02-24,01,quantile,0.900,432.322414
2024-03-02,wk inc covid hosp,-1,2024-02-24,01,quantile,0.950,442.354852
2024-03-02,wk inc covid hosp,-1,2024-02-24,01,quantile,0.975,450.173974
2024-03-02,wk inc covid hosp,-1,2024-02-24,01,quantile,0.990,468.450044
2024-03-02,wk covid hosp rate change,-1,2024-02-24,01,pmf,stable,0.868000
2024-03-02,wk covid hosp rate change,-1,2024-02-24,01,pmf,increase,0.006000
2024-03-02,wk covid hosp rate change,-1,2024-02-24,01,pmf,large_increase,0.002000
2024-03-02,wk covid hosp rate change,-1,2024-02-24,01,pmf,decrease,0.088000
2024-03-02,wk covid hosp rate change,-1,2024-02-24,01,pmf,large_decrease,0.036000
2024-03-02,wk inc covid hosp,0,2024-03-02,01,quantile,0.010,209.511272
2024-03-02,wk inc covid hosp,0,2024-03-02,01,quantile,0.025,283.559211
2024-03-02,wk inc covid hosp,0,2024-03-02,01,quantile,0.050,320.956888
2024-03-02,wk inc covid hosp,0,2024-03-02,01,quantile,0.100,343.174668
2024-03-02,wk inc covid hosp,0,2024-03-02,01,quantile,0.150,359.535611
2024-03-02,wk inc covid hosp,0,2024-03-02,01,quantile,0.200,365.869066
2024-03-02,wk inc covid hosp,0,2024-03-02,01,quantile,0.250,371.494827
2024-03-02,wk inc covid hosp,0,2024-03-02,01,quantile,0.300,374.287341
2024-03-02,wk inc covid hosp,0,2024-03-02,01,quantile,0.350,378.456602
2024-03-02,wk inc covid hosp,0,2024-03-02,01,quantile,0.400,381.191282
2024-03-02,wk inc covid hosp,0,2024-03-02,01,quantile,0.450,385.325340
2024-03-02,wk inc covid hosp,0,2024-03-02,01,quantile,0.500,388.669163
2024-03-02,wk inc covid hosp,0,2024-03-02,01,quantile,0.550,391.064668
2024-03-02,wk inc covid hosp,0,2024-03-02,01,quantile,0.600,395.166336
2024-03-02,wk inc covid hosp,0,2024-03-02,01,quantile,0.650,398.655959
2024-03-02,wk inc covid hosp,0,2024-03-02,01,quantile,0.700,402.046680
2024-03-02,wk inc covid hosp,0,2024-03-02,01,quantile,0.750,406.610228
2024-03-02,wk inc covid hosp,0,2024-03-02,01,quantile,0.800,411.529686
2024-03-02,wk inc covid hosp,0,2024-03-02,01,quantile,0.850,419.628123
2024-03-02,wk inc covid hosp,0,2024-03-02,01,quantile,0.900,428.349665
2024-03-02,wk inc covid hosp,0,2024-03-02,01,quantile,0.950,440.164740
2024-03-02,wk inc covid hosp,0,2024-03-02,01,quantile,0.975,455.428962
2024-03-02,wk inc covid hosp,0,2024-03-02,01,quantile,0.990,473.848538
2024-03-02,wk covid hosp rate change,0,2024-03-02,01,pmf,stable,0.582000
2024-03-02,wk covid hosp rate change,0,2024-03-02,01,pmf,increase,0.006000
2024-03-02,wk covid hosp rate change,0,2024-03-02,01,pmf,large_increase,0.002000
2024-03-02,wk covid hosp rate change,0,2024-03-02,01,pmf,decrease,0.386000
2024-03-02,wk covid hosp rate change,0,2024-03-02,01,pmf,large_decrease,0.024000
2024-03-02,wk inc covid hosp,1,2024-03-09,01,quantile,0.010,172.904284
2024-03-02,wk inc covid hosp,1,2024-03-09,01,quantile,0.025,250.460565
2024-03-02,wk inc covid hosp,1,2024-03-09,01,quantile,0.050,284.246774
2024-03-02,wk inc covid hosp,1,2024-03-09,01,quantile,0.100,312.969870
2024-03-02,wk inc covid hosp,1,2024-03-09,01,quantile,0.150,334.397246
2024-03-02,wk inc covid hosp,1,2024-03-09,01,quantile,0.200,341.710991
2024-03-02,wk inc covid hosp,1,2024-03-09,01,quantile,0.250,346.040927
2024-03-02,wk inc covid hosp,1,2024-03-09,01,quantile,0.300,351.331603
2024-03-02,wk inc covid hosp,1,2024-03-09,01,quantile,0.350,356.488600
2024-03-02,wk inc covid hosp,1,2024-03-09,01,quantile,0.400,361.472146
2024-03-02,wk inc covid hosp,1,2024-03-09,01,quantile,0.450,365.455773
2024-03-02,wk inc covid hosp,1,2024-03-09,01,quantile,0.500,369.441199
2024-03-02,wk inc covid hosp,1,2024-03-09,01,quantile,0.550,374.029279
2024-03-02,wk inc covid hosp,1,2024-03-09,01,quantile,0.600,378.453812
2024-03-02,wk inc covid hosp,1,2024-03-09,01,quantile,0.650,382.336358
2024-03-02,wk inc covid hosp,1,2024-03-09,01,quantile,0.700,387.743725
2024-03-02,wk inc covid hosp,1,2024-03-09,01,quantile,0.750,393.795595
