reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-05-11,wk inc covid hosp,-1,2024-05-04,01,quantile,0.010,70.307488
2024-05-11,wk inc covid hosp,-1,2024-05-04,01,quantile,0.025,79.861290
2024-05-11,wk inc covid hosp,-1,2024-05-04,01,quantile,0.050,83.582784
2024-05-11,wk inc covid hosp,-1,2024-05-04,01,quantile,0.100,85.831485
2024-05-11,wk inc covid hosp,-1,2024-05-04,01,quantile,0.150,87.289057
2024-05-11,wk inc covid hosp,-1,2024-05-04,01,quantile,0.200,88.060499
2024-05-11,wk inc covid hosp,-1,2024-05-04,01,quantile,0.250,88.956125
2024-05-11,wk inc covid hosp,-1,2024-05-04,01,quantile,0.300,89.746605
2024-05-11,wk inc covid hosp,-1,2024-05-04,01,quantile,0.350,90.283807
2024-05-11,wk inc covid hosp,-1,2024-05-04,01,quantile,0.400,90.952019
2024-05-11,wk inc covid hosp,-1,2024-05-04,01,quantile,0.450,91.691986
2024-05-11,wk inc covid hosp,-1,2024-05-04,01,quantile,0.500,92.623537
2024-05-11,wk inc covid hosp,-1,2024-05-04,01,quantile,0.550,93.350136
2024-05-11,wk inc covid hosp,-1,2024-05-04,01,quantile,0.600,94.259574
2024-05-11,wk inc covid hosp,-1,2024-05-04,01,quantile,0.650,95.377486
2024-05-11,wk inc covid hosp,-1,2024-05-04,01,quantile,0.700,95.934770
2024-05-11,wk inc covid hosp,-1,2024-05-04,01,quantile,0.750,97.073488
2024-05-11,wk inc covid hosp,-1,2024-05-04,01,quantile,0.800,98.976816
2024-05-11,wk inc covid hosp,-1,2024-05-04,01,quantile,0.850,101.899748
2024-05-11,wk inc covid hosp,-1,2024-05-04,01,quantile,0.900,104.489501
2024-05-11,wk inc covid hosp,-1,2024-05-04,01,quantile,0.950,109.680475
2024-05-11,wk inc covid hosp,-1,2024-05-04,01,quantile,0.975,115.560298
2024-05-11,wk inc covid hosp,-1,2024-05-04,01,quantile,0.990,130.801709
2024-05-11,wk covid hosp rate change,-1,2024-05-04,01,pmf,stable,0.996000
2024-05-11,wk covid hosp rate change,-1,2024-05-04,01,pmf,increase,0.004000
2024-05-11,wk covid hosp rate change,-1,2024-05-04,01,pmf,large_increase,0.000000
2024-05-11,wk covid hosp rate change,-1,2024-05-04,01,pmf,decrease,0.000000
2024-05-11,wk covid hosp rate change,-1,2024-05-04,01,pmf,large_decrease,0.000000
2024-05-11,wk inc covid hosp,0,2024-05-11,01,quantile,0.010,58.923843
2024-05-11,wk inc covid hosp,0,2024-05-11,01,quantile,0.025,68.776352
2024-05-11,wk inc covid hosp,0,2024-05-11,01,quantile,0.050,73.537363
2024-05-11,wk inc covid hosp,0,2024-05-11,01,quantile,0.100,77.012930
2024-05-11,wk inc covid hosp,0,2024-05-11,01,quantile,0.150,78.828736
2024-05-11,wk inc covid hosp,0,2024-05-11,01,quantile,0.200,80.481857
2024-05-11,wk inc covid hosp,0,2024-05-11,01,quantile,0.250,81.714124
2024-05-11,wk inc covid hosp,0,2024-05-11,01,quantile,0.300,82.781772
2024-05-11,wk inc covid hosp,0,2024-05-11,01,quantile,0.350,83.869043
2024-05-11,wk inc covid hosp,0,2024-05-11,01,quantile,0.400,84.522697
2024-05-11,wk inc covid hosp,0,2024-05-11,01,quantile,0.450,85.803564
2024-05-11,wk inc covid hosp,0,2024-05-11,01,quantile,0.500,86.786996
2024-05-11,wk inc covid hosp,0,2024-05-11,01,quantile,0.550,88.026958
2024-05-11,wk inc covid hosp,0,2024-05-11,01,quantile,0.600,88.949130
2024-05-11,wk inc covid hosp,0,2024-05-11,01,quantile,0.650,90.151445
2024-05-11,wk inc covid hosp,0,2024-05-11,01,quantile,0.700,91.714051
2024-05-11,wk inc covid hosp,0,2024-05-11,01,quantile,0.750,93.613290
2024-05-11,wk inc covid hosp,0,2024-05-11,01,quantile,0.800,95.881291
2024-05-11,wk inc covid hosp,0,2024-05-11,01,quantile,0.850,97.744823
2024-05-11,wk inc covid hosp,0,2024-05-11,01,quantile,0.900,100.345115
2024-05-11,wk inc covid hosp,0,2024-05-11,01,quantile,0.950,108.849191
2024-05-11,wk inc covid hosp,0,2024-05-11,01,quantile,0.975,118.001714
2024-05-11,wk inc covid hosp,0,2024-05-11,01,quantile,0.990,184.203988
2024-05-11,wk covid hosp rate change,0,2024-05-11,01,pmf,stable,0.980000
2024-05-11,wk covid hosp rate change,0,2024-05-11,01,pmf,increase,0.014000
2024-05-11,wk covid hosp rate change,0,2024-05-11,01,pmf,large_increase,0.002000
2024-05-11,wk covid hosp rate change,0,2024-05-11,01,pmf,decrease,0.004000
2024-05-11,wk covid hosp rate change,0,2024-05-11,01,pmf,large_decrease,0.000000
2024-05-11,wk inc covid hosp,1,2024-05-18,01,quantile,0.010,49.138484
