reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.010,89.974033
2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.025,93.782490
2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.050,98.913704
2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.100,102.249380
2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.150,105.648181
2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.200,107.898606
2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.250,109.784104
2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.300,111.691233
2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.350,113.464149
2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.400,114.918364
2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.450,116.128967
2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.500,117.982142
2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.550,119.990251
2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.600,121.825565
2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.650,123.543092
2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.700,125.963805
2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.750,128.833859
2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.800,131.004468
2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.850,133.860503
2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.900,138.803819
2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.950,147.632050
2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.975,153.981917
2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.990,158.945193
2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.010,125.833280
2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.025,132.077736
2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.050,138.701671
2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.100,146.824051
2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.150,152.712623
2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.200,158.497136
2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.250,162.719565
2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.300,166.904878
2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.350,170.294864
2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.400,174.245863
2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.450,177.780362
2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.500,182.420318
2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.550,186.515746
2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.600,191.419854
2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.650,196.126830
2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.700,201.325942
2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.750,207.644297
2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.800,212.818550
2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.850,219.669516
2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.900,230.021660
2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.950,246.694419
2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.975,260.816541
2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.990,275.747576
2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.010,152.337754
2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.025,161.031624
2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.050,172.085531
2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.100,185.676153
2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.150,196.075952
2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.200,204.735340
2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.250,213.142439
2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.300,218.602186
2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.350,225.563229
2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.400,232.381100
2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.450,238.456371
2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.500,248.167419
