reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-03-01,wk inc covid hosp,-1,2025-02-22,01,quantile,0.010,166.404358
2025-03-01,wk inc covid hosp,-1,2025-02-22,01,quantile,0.025,174.011100
2025-03-01,wk inc covid hosp,-1,2025-02-22,01,quantile,0.050,177.862056
2025-03-01,wk inc covid hosp,-1,2025-02-22,01,quantile,0.100,183.986784
2025-03-01,wk inc covid hosp,-1,2025-02-22,01,quantile,0.150,187.923379
2025-03-01,wk inc covid hosp,-1,2025-02-22,01,quantile,0.200,191.319958
2025-03-01,wk inc covid hosp,-1,2025-02-22,01,quantile,0.250,194.721032
2025-03-01,wk inc covid hosp,-1,2025-02-22,01,quantile,0.300,197.808680
2025-03-01,wk inc covid hosp,-1,2025-02-22,01,quantile,0.350,199.947470
2025-03-01,wk inc covid hosp,-1,2025-02-22,01,quantile,0.400,203.186591
2025-03-01,wk inc covid hosp,-1,2025-02-22,01,quantile,0.450,205.537242
2025-03-01,wk inc covid hosp,-1,2025-02-22,01,quantile,0.500,207.652648
2025-03-01,wk inc covid hosp,-1,2025-02-22,01,quantile,0.550,210.048416
2025-03-01,wk inc covid hosp,-1,2025-02-22,01,quantile,0.600,212.788946
2025-03-01,wk inc covid hosp,-1,2025-02-22,01,quantile,0.650,215.993486
2025-03-01,wk inc covid hosp,-1,2025-02-22,01,quantile,0.700,219.443336
2025-03-01,wk inc covid hosp,-1,2025-02-22,01,quantile,0.750,222.036790
2025-03-01,wk inc covid hosp,-1,2025-02-22,01,quantile,0.800,224.603616
2025-03-01,wk inc covid hosp,-1,2025-02-22,01,quantile,0.850,227.417886
2025-03-01,wk inc covid hosp,-1,2025-02-22,01,quantile,0.900,232.284451
2025-03-01,wk inc covid hosp,-1,2025-02-22,01,quantile,0.950,238.763359
2025-03-01,wk inc covid hosp,-1,2025-02-22,01,quantile,0.975,245.365458
2025-03-01,wk inc covid hosp,-1,2025-02-22,01,quantile,0.990,255.287238
2025-03-01,wk inc covid hosp,0,2025-03-01,01,quantile,0.010,135.714212
2025-03-01,wk inc covid hosp,0,2025-03-01,01,quantile,0.025,143.809772
2025-03-01,wk inc covid hosp,0,2025-03-01,01,quantile,0.050,151.454549
2025-03-01,wk inc covid hosp,0,2025-03-01,01,quantile,0.100,160.533615
2025-03-01,wk inc covid hosp,0,2025-03-01,01,quantile,0.150,165.617998
2025-03-01,wk inc covid hosp,0,2025-03-01,01,quantile,0.200,169.738462
2025-03-01,wk inc covid hosp,0,2025-03-01,01,quantile,0.250,174.957176
2025-03-01,wk inc covid hosp,0,2025-03-01,01,quantile,0.300,178.274201
2025-03-01,wk inc covid hosp,0,2025-03-01,01,quantile,0.350,181.843517
2025-03-01,wk inc covid hosp,0,2025-03-01,01,quantile,0.400,185.621692
2025-03-01,wk inc covid hosp,0,2025-03-01,01,quantile,0.450,189.868602
2025-03-01,wk inc covid hosp,0,2025-03-01,01,quantile,0.500,192.852726
2025-03-01,wk inc covid hosp,0,2025-03-01,01,quantile,0.550,196.244453
2025-03-01,wk inc covid hosp,0,2025-03-01,01,quantile,0.600,200.653782
2025-03-01,wk inc covid hosp,0,2025-03-01,01,quantile,0.650,204.550444
2025-03-01,wk inc covid hosp,0,2025-03-01,01,quantile,0.700,209.666052
2025-03-01,wk inc covid hosp,0,2025-03-01,01,quantile,0.750,214.117039
2025-03-01,wk inc covid hosp,0,2025-03-01,01,quantile,0.800,217.175872
2025-03-01,wk inc covid hosp,0,2025-03-01,01,quantile,0.850,222.545447
2025-03-01,wk inc covid hosp,0,2025-03-01,01,quantile,0.900,230.239018
2025-03-01,wk inc covid hosp,0,2025-03-01,01,quantile,0.950,241.537526
2025-03-01,wk inc covid hosp,0,2025-03-01,01,quantile,0.975,250.197332
2025-03-01,wk inc covid hosp,0,2025-03-01,01,quantile,0.990,267.613069
2025-03-01,wk inc covid hosp,1,2025-03-08,01,quantile,0.010,103.756767
2025-03-01,wk inc covid hosp,1,2025-03-08,01,quantile,0.025,111.896885
2025-03-01,wk inc covid hosp,1,2025-03-08,01,quantile,0.050,121.805971
2025-03-01,wk inc covid hosp,1,2025-03-08,01,quantile,0.100,132.573686
2025-03-01,wk inc covid hosp,1,2025-03-08,01,quantile,0.150,139.429037
2025-03-01,wk inc covid hosp,1,2025-03-08,01,quantile,0.200,144.386022
2025-03-01,wk inc covid hosp,1,2025-03-08,01,quantile,0.250,150.372088
2025-03-01,wk inc covid hosp,1,2025-03-08,01,quantile,0.300,153.866259
2025-03-01,wk inc covid hosp,1,2025-03-08,01,quantile,0.350,158.655568
2025-03-01,wk inc covid hosp,1,2025-03-08,01,quantile,0.400,164.264482
2025-03-01,wk inc covid hosp,1,2025-03-08,01,quantile,0.450,169.197572
2025-03-01,wk inc covid hosp,1,2025-03-08,01,quantile,0.500,173.824100
2025-03-01,wk inc covid hosp,1,2025-03-08,01,quantile,0.550,178.758151
2025-03-01,wk inc covid hosp,1,2025-03-08,01,quantile,0.600,184.356755
2025-03-01,wk inc covid hosp,1,2025-03-08,01,quantile,0.650,189.871250
2025-03-01,wk inc covid hosp,1,2025-03-08,01,quantile,0.700,194.486641
2025-03-01,wk inc covid hosp,1,2025-03-08,01,quantile,0.750,200.964021
2025-03-01,wk inc covid hosp,1,2025-03-08,01,quantile,0.800,207.240219
2025-03-01,wk inc covid hosp,1,2025-03-08,01,quantile,0.850,214.180961
2025-03-01,wk inc covid hosp,1,2025-03-08,01,quantile,0.900,226.665616
2025-03-01,wk inc covid hosp,1,2025-03-08,01,quantile,0.950,243.330157
2025-03-01,wk inc covid hosp,1,2025-03-08,01,quantile,0.975,255.543646
2025-03-01,wk inc covid hosp,1,2025-03-08,01,quantile,0.990,273.814087
2025-03-01,wk inc covid hosp,2,2025-03-15,01,quantile,0.010,77.581548
2025-03-01,wk inc covid hosp,2,2025-03-15,01,quantile,0.025,84.961760
2025-03-01,wk inc covid hosp,2,2025-03-15,01,quantile,0.050,95.604800
2025-03-01,wk inc covid hosp,2,2025-03-15,01,quantile,0.100,107.669856
2025-03-01,wk inc covid hosp,2,2025-03-15,01,quantile,0.150,115.146118
2025-03-01,wk inc covid hosp,2,2025-03-15,01,quantile,0.200,121.552664
2025-03-01,wk inc covid hosp,2,2025-03-15,01,quantile,0.250,127.007722
2025-03-01,wk inc covid hosp,2,2025-03-15,01,quantile,0.300,131.227875
2025-03-01,wk inc covid hosp,2,2025-03-15,01,quantile,0.350,136.723320
2025-03-01,wk inc covid hosp,2,2025-03-15,01,quantile,0.400,143.302595
2025-03-01,wk inc covid hosp,2,2025-03-15,01,quantile,0.450,149.667942
2025-03-01,wk inc covid hosp,2,2025-03-15,01,quantile,0.500,155.276802
2025-03-01,wk inc covid hosp,2,2025-03-15,01,quantile,0.550,161.408967
2025-03-01,wk inc covid hosp,2,2025-03-15,01,quantile,0.600,166.780911
2025-03-01,wk inc covid hosp,2,2025-03-15,01,quantile,0.650,174.378896
2025-03-01,wk inc covid hosp,2,2025-03-15,01,quantile,0.700,179.579122
2025-03-01,wk inc covid hosp,2,2025-03-15,01,quantile,0.750,188.073274
2025-03-01,wk inc covid hosp,2,2025-03-15,01,quantile,0.800,195.917987
2025-03-01,wk inc covid hosp,2,2025-03-15,01,quantile,0.850,205.591519
2025-03-01,wk inc covid hosp,2,2025-03-15,01,quantile,0.900,222.092084
2025-03-01,wk inc covid hosp,2,2025-03-15,01,quantile,0.950,242.316290
2025-03-01,wk inc covid hosp,2,2025-03-15,01,quantile,0.975,258.627558
2025-03-01,wk inc covid hosp,2,2025-03-15,01,quantile,0.990,285.467989
2025-03-01,wk inc covid hosp,3,2025-03-22,01,quantile,0.010,56.797600
2025-03-01,wk inc covid hosp,3,2025-03-22,01,quantile,0.025,65.628638
2025-03-01,wk inc covid hosp,3,2025-03-22,01,quantile,0.050,74.351458
2025-03-01,wk inc covid hosp,3,2025-03-22,01,quantile,0.100,87.675725
2025-03-01,wk inc covid hosp,3,2025-03-22,01,quantile,0.150,94.783161
2025-03-01,wk inc covid hosp,3,2025-03-22,01,quantile,0.200,100.950576
2025-03-01,wk inc covid hosp,3,2025-03-22,01,quantile,0.250,107.401966
2025-03-01,wk inc covid hosp,3,2025-03-22,01,quantile,0.300,111.821511
2025-03-01,wk inc covid hosp,3,2025-03-22,01,quantile,0.350,118.039806
2025-03-01,wk inc covid hosp,3,2025-03-22,01,quantile,0.400,125.126813
2025-03-01,wk inc covid hosp,3,2025-03-22,01,quantile,0.450,131.950419
2025-03-01,wk inc covid hosp,3,2025-03-22,01,quantile,0.500,138.640248
2025-03-01,wk inc covid hosp,3,2025-03-22,01,quantile,0.550,145.462031
2025-03-01,wk inc covid hosp,3,2025-03-22,01,quantile,0.600,151.535526
2025-03-01,wk inc covid hosp,3,2025-03-22,01,quantile,0.650,159.173117
2025-03-01,wk inc covid hosp,3,2025-03-22,01,quantile,0.700,164.925559
2025-03-01,wk inc covid hosp,3,2025-03-22,01,quantile,0.750,175.955899
2025-03-01,wk inc covid hosp,3,2025-03-22,01,quantile,0.800,185.890534
2025-03-01,wk inc covid hosp,3,2025-03-22,01,quantile,0.850,196.399486
2025-03-01,wk inc covid hosp,3,2025-03-22,01,quantile,0.900,216.336374
2025-03-01,wk inc covid hosp,3,2025-03-22,01,quantile,0.950,241.539879
2025-03-01,wk inc covid hosp,3,2025-03-22,01,quantile,0.975,262.258725
2025-03-01,wk inc covid hosp,3,2025-03-22,01,quantile,0.990,292.772043
2025-03-01,wk inc covid hosp,-1,2025-02-22,02,quantile,0.010,8.487045
2025-03-01,wk inc covid hosp,-1,2025-02-22,02,quantile,0.025,8.620525
2025-03-01,wk inc covid hosp,-1,2025-02-22,02,quantile,0.050,8.750766
2025-03-01,wk inc covid hosp,-1,2025-02-22,02,quantile,0.100,8.894556
2025-03-01,wk inc covid hosp,-1,2025-02-22,02,quantile,0.150,9.031171
2025-03-01,wk inc covid hosp,-1,2025-02-22,02,quantile,0.200,9.139658
2025-03-01,wk inc covid hosp,-1,2025-02-22,02,quantile,0.250,9.226813
2025-03-01,wk inc covid hosp,-1,2025-02-22,02,quantile,0.300,9.318469
2025-03-01,wk inc covid hosp,-1,2025-02-22,02,quantile,0.350,9.400592
2025-03-01,wk inc covid hosp,-1,2025-02-22,02,quantile,0.400,9.521894
2025-03-01,wk inc covid hosp,-1,2025-02-22,02,quantile,0.450,9.593325
2025-03-01,wk inc covid hosp,-1,2025-02-22,02,quantile,0.500,9.702696
2025-03-01,wk inc covid hosp,-1,2025-02-22,02,quantile,0.550,9.789560
2025-03-01,wk inc covid hosp,-1,2025-02-22,02,quantile,0.600,9.908701
2025-03-01,wk inc covid hosp,-1,2025-02-22,02,quantile,0.650,10.002701
2025-03-01,wk inc covid hosp,-1,2025-02-22,02,quantile,0.700,10.131603
2025-03-01,wk inc covid hosp,-1,2025-02-22,02,quantile,0.750,10.268280
2025-03-01,wk inc covid hosp,-1,2025-02-22,02,quantile,0.800,10.447840
2025-03-01,wk inc covid hosp,-1,2025-02-22,02,quantile,0.850,10.639712
2025-03-01,wk inc covid hosp,-1,2025-02-22,02,quantile,0.900,10.854095
2025-03-01,wk inc covid hosp,-1,2025-02-22,02,quantile,0.950,11.222336
2025-03-01,wk inc covid hosp,-1,2025-02-22,02,quantile,0.975,11.663433
2025-03-01,wk inc covid hosp,-1,2025-02-22,02,quantile,0.990,12.307487
2025-03-01,wk inc covid hosp,0,2025-03-01,02,quantile,0.010,8.674233
