reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-03-08,wk inc covid hosp,-1,2025-03-01,01,quantile,0.010,139.942049
2025-03-08,wk inc covid hosp,-1,2025-03-01,01,quantile,0.025,144.666582
2025-03-08,wk inc covid hosp,-1,2025-03-01,01,quantile,0.050,147.655817
2025-03-08,wk inc covid hosp,-1,2025-03-01,01,quantile,0.100,152.922105
2025-03-08,wk inc covid hosp,-1,2025-03-01,01,quantile,0.150,156.326566
2025-03-08,wk inc covid hosp,-1,2025-03-01,01,quantile,0.200,158.882496
2025-03-08,wk inc covid hosp,-1,2025-03-01,01,quantile,0.250,160.768893
2025-03-08,wk inc covid hosp,-1,2025-03-01,01,quantile,0.300,163.039395
2025-03-08,wk inc covid hosp,-1,2025-03-01,01,quantile,0.350,165.686961
2025-03-08,wk inc covid hosp,-1,2025-03-01,01,quantile,0.400,167.820453
2025-03-08,wk inc covid hosp,-1,2025-03-01,01,quantile,0.450,170.043545
2025-03-08,wk inc covid hosp,-1,2025-03-01,01,quantile,0.500,172.256813
2025-03-08,wk inc covid hosp,-1,2025-03-01,01,quantile,0.550,174.405978
2025-03-08,wk inc covid hosp,-1,2025-03-01,01,quantile,0.600,176.766815
2025-03-08,wk inc covid hosp,-1,2025-03-01,01,quantile,0.650,178.844050
2025-03-08,wk inc covid hosp,-1,2025-03-01,01,quantile,0.700,181.466251
2025-03-08,wk inc covid hosp,-1,2025-03-01,01,quantile,0.750,184.165437
2025-03-08,wk inc covid hosp,-1,2025-03-01,01,quantile,0.800,187.653234
2025-03-08,wk inc covid hosp,-1,2025-03-01,01,quantile,0.850,191.234537
2025-03-08,wk inc covid hosp,-1,2025-03-01,01,quantile,0.900,196.723478
2025-03-08,wk inc covid hosp,-1,2025-03-01,01,quantile,0.950,206.653340
2025-03-08,wk inc covid hosp,-1,2025-03-01,01,quantile,0.975,221.155600
2025-03-08,wk inc covid hosp,-1,2025-03-01,01,quantile,0.990,233.854425
2025-03-08,wk inc covid hosp,0,2025-03-08,01,quantile,0.010,107.226503
2025-03-08,wk inc covid hosp,0,2025-03-08,01,quantile,0.025,113.811522
2025-03-08,wk inc covid hosp,0,2025-03-08,01,quantile,0.050,119.199727
2025-03-08,wk inc covid hosp,0,2025-03-08,01,quantile,0.100,124.792792
2025-03-08,wk inc covid hosp,0,2025-03-08,01,quantile,0.150,130.131442
2025-03-08,wk inc covid hosp,0,2025-03-08,01,quantile,0.200,133.530651
2025-03-08,wk inc covid hosp,0,2025-03-08,01,quantile,0.250,136.803209
2025-03-08,wk inc covid hosp,0,2025-03-08,01,quantile,0.300,139.726696
2025-03-08,wk inc covid hosp,0,2025-03-08,01,quantile,0.350,143.255915
2025-03-08,wk inc covid hosp,0,2025-03-08,01,quantile,0.400,146.583589
2025-03-08,wk inc covid hosp,0,2025-03-08,01,quantile,0.450,149.654327
2025-03-08,wk inc covid hosp,0,2025-03-08,01,quantile,0.500,152.233453
2025-03-08,wk inc covid hosp,0,2025-03-08,01,quantile,0.550,156.016692
2025-03-08,wk inc covid hosp,0,2025-03-08,01,quantile,0.600,158.570300
2025-03-08,wk inc covid hosp,0,2025-03-08,01,quantile,0.650,162.137276
2025-03-08,wk inc covid hosp,0,2025-03-08,01,quantile,0.700,165.299054
2025-03-08,wk inc covid hosp,0,2025-03-08,01,quantile,0.750,169.295847
2025-03-08,wk inc covid hosp,0,2025-03-08,01,quantile,0.800,173.845328
2025-03-08,wk inc covid hosp,0,2025-03-08,01,quantile,0.850,179.548700
2025-03-08,wk inc covid hosp,0,2025-03-08,01,quantile,0.900,186.819160
2025-03-08,wk inc covid hosp,0,2025-03-08,01,quantile,0.950,197.964844
2025-03-08,wk inc covid hosp,0,2025-03-08,01,quantile,0.975,211.138988
2025-03-08,wk inc covid hosp,0,2025-03-08,01,quantile,0.990,224.510014
2025-03-08,wk inc covid hosp,1,2025-03-15,01,quantile,0.010,79.007568
2025-03-08,wk inc covid hosp,1,2025-03-15,01,quantile,0.025,88.390272
2025-03-08,wk inc covid hosp,1,2025-03-15,01,quantile,0.050,93.248308
2025-03-08,wk inc covid hosp,1,2025-03-15,01,quantile,0.100,100.034597
2025-03-08,wk inc covid hosp,1,2025-03-15,01,quantile,0.150,105.798506
2025-03-08,wk inc covid hosp,1,2025-03-15,01,quantile,0.200,110.421882
2025-03-08,wk inc covid hosp,1,2025-03-15,01,quantile,0.250,114.909189
2025-03-08,wk inc covid hosp,1,2025-03-15,01,quantile,0.300,118.366889
2025-03-08,wk inc covid hosp,1,2025-03-15,01,quantile,0.350,122.114036
2025-03-08,wk inc covid hosp,1,2025-03-15,01,quantile,0.400,126.447751
2025-03-08,wk inc covid hosp,1,2025-03-15,01,quantile,0.450,129.964189
2025-03-08,wk inc covid hosp,1,2025-03-15,01,quantile,0.500,132.765113
2025-03-08,wk inc covid hosp,1,2025-03-15,01,quantile,0.550,138.072019
2025-03-08,wk inc covid hosp,1,2025-03-15,01,quantile,0.600,141.070442
2025-03-08,wk inc covid hosp,1,2025-03-15,01,quantile,0.650,144.766973
2025-03-08,wk inc covid hosp,1,2025-03-15,01,quantile,0.700,149.586884
2025-03-08,wk inc covid hosp,1,2025-03-15,01,quantile,0.750,153.851397
2025-03-08,wk inc covid hosp,1,2025-03-15,01,quantile,0.800,160.167045
2025-03-08,wk inc covid hosp,1,2025-03-15,01,quantile,0.850,166.738084
2025-03-08,wk inc covid hosp,1,2025-03-15,01,quantile,0.900,176.463583
2025-03-08,wk inc covid hosp,1,2025-03-15,01,quantile,0.950,190.306745
2025-03-08,wk inc covid hosp,1,2025-03-15,01,quantile,0.975,206.256146
2025-03-08,wk inc covid hosp,1,2025-03-15,01,quantile,0.990,219.294986
2025-03-08,wk inc covid hosp,2,2025-03-22,01,quantile,0.010,57.409268
2025-03-08,wk inc covid hosp,2,2025-03-22,01,quantile,0.025,67.121421
2025-03-08,wk inc covid hosp,2,2025-03-22,01,quantile,0.050,72.347573
2025-03-08,wk inc covid hosp,2,2025-03-22,01,quantile,0.100,80.159500
2025-03-08,wk inc covid hosp,2,2025-03-22,01,quantile,0.150,85.333094
2025-03-08,wk inc covid hosp,2,2025-03-22,01,quantile,0.200,90.454488
2025-03-08,wk inc covid hosp,2,2025-03-22,01,quantile,0.250,95.824542
2025-03-08,wk inc covid hosp,2,2025-03-22,01,quantile,0.300,99.144887
2025-03-08,wk inc covid hosp,2,2025-03-22,01,quantile,0.350,103.828576
