reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-02-22,wk inc covid hosp,-1,2025-02-15,01,quantile,0.010,173.144797
2025-02-22,wk inc covid hosp,-1,2025-02-15,01,quantile,0.025,179.345670
2025-02-22,wk inc covid hosp,-1,2025-02-15,01,quantile,0.050,183.921802
2025-02-22,wk inc covid hosp,-1,2025-02-15,01,quantile,0.100,188.897469
2025-02-22,wk inc covid hosp,-1,2025-02-15,01,quantile,0.150,192.061776
2025-02-22,wk inc covid hosp,-1,2025-02-15,01,quantile,0.200,194.476250
2025-02-22,wk inc covid hosp,-1,2025-02-15,01,quantile,0.250,197.386867
2025-02-22,wk inc covid hosp,-1,2025-02-15,01,quantile,0.300,200.093912
2025-02-22,wk inc covid hosp,-1,2025-02-15,01,quantile,0.350,202.198762
2025-02-22,wk inc covid hosp,-1,2025-02-15,01,quantile,0.400,204.997952
2025-02-22,wk inc covid hosp,-1,2025-02-15,01,quantile,0.450,207.707293
2025-02-22,wk inc covid hosp,-1,2025-02-15,01,quantile,0.500,210.157618
2025-02-22,wk inc covid hosp,-1,2025-02-15,01,quantile,0.550,212.122545
2025-02-22,wk inc covid hosp,-1,2025-02-15,01,quantile,0.600,214.804733
2025-02-22,wk inc covid hosp,-1,2025-02-15,01,quantile,0.650,217.584598
2025-02-22,wk inc covid hosp,-1,2025-02-15,01,quantile,0.700,221.027844
2025-02-22,wk inc covid hosp,-1,2025-02-15,01,quantile,0.750,224.281233
2025-02-22,wk inc covid hosp,-1,2025-02-15,01,quantile,0.800,227.639499
2025-02-22,wk inc covid hosp,-1,2025-02-15,01,quantile,0.850,231.018857
2025-02-22,wk inc covid hosp,-1,2025-02-15,01,quantile,0.900,236.715320
2025-02-22,wk inc covid hosp,-1,2025-02-15,01,quantile,0.950,243.784332
2025-02-22,wk inc covid hosp,-1,2025-02-15,01,quantile,0.975,253.736672
2025-02-22,wk inc covid hosp,-1,2025-02-15,01,quantile,0.990,330.568960
2025-02-22,wk inc covid hosp,0,2025-02-22,01,quantile,0.010,135.271681
2025-02-22,wk inc covid hosp,0,2025-02-22,01,quantile,0.025,143.877770
2025-02-22,wk inc covid hosp,0,2025-02-22,01,quantile,0.050,149.116020
2025-02-22,wk inc covid hosp,0,2025-02-22,01,quantile,0.100,155.480991
2025-02-22,wk inc covid hosp,0,2025-02-22,01,quantile,0.150,160.825028
2025-02-22,wk inc covid hosp,0,2025-02-22,01,quantile,0.200,165.283672
2025-02-22,wk inc covid hosp,0,2025-02-22,01,quantile,0.250,169.207384
2025-02-22,wk inc covid hosp,0,2025-02-22,01,quantile,0.300,173.183000
2025-02-22,wk inc covid hosp,0,2025-02-22,01,quantile,0.350,176.811528
2025-02-22,wk inc covid hosp,0,2025-02-22,01,quantile,0.400,180.782416
2025-02-22,wk inc covid hosp,0,2025-02-22,01,quantile,0.450,185.092802
2025-02-22,wk inc covid hosp,0,2025-02-22,01,quantile,0.500,189.217981
2025-02-22,wk inc covid hosp,0,2025-02-22,01,quantile,0.550,192.448136
