reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-04-05,wk inc covid hosp,-1,2025-03-29,01,quantile,0.010,176.328339
2025-04-05,wk inc covid hosp,-1,2025-03-29,01,quantile,0.025,189.713003
2025-04-05,wk inc covid hosp,-1,2025-03-29,01,quantile,0.050,195.440396
2025-04-05,wk inc covid hosp,-1,2025-03-29,01,quantile,0.100,204.775832
2025-04-05,wk inc covid hosp,-1,2025-03-29,01,quantile,0.150,210.979393
2025-04-05,wk inc covid hosp,-1,2025-03-29,01,quantile,0.200,215.724934
2025-04-05,wk inc covid hosp,-1,2025-03-29,01,quantile,0.250,219.136821
2025-04-05,wk inc covid hosp,-1,2025-03-29,01,quantile,0.300,222.125631
2025-04-05,wk inc covid hosp,-1,2025-03-29,01,quantile,0.350,223.937856
2025-04-05,wk inc covid hosp,-1,2025-03-29,01,quantile,0.400,226.169822
2025-04-05,wk inc covid hosp,-1,2025-03-29,01,quantile,0.450,228.483566
2025-04-05,wk inc covid hosp,-1,2025-03-29,01,quantile,0.500,230.503628
2025-04-05,wk inc covid hosp,-1,2025-03-29,01,quantile,0.550,232.621924
2025-04-05,wk inc covid hosp,-1,2025-03-29,01,quantile,0.600,234.738392
2025-04-05,wk inc covid hosp,-1,2025-03-29,01,quantile,0.650,236.567535
2025-04-05,wk inc covid hosp,-1,2025-03-29,01,quantile,0.700,238.630952
2025-04-05,wk inc covid hosp,-1,2025-03-29,01,quantile,0.750,240.441415
2025-04-05,wk inc covid hosp,-1,2025-03-29,01,quantile,0.800,242.356799
2025-04-05,wk inc covid hosp,-1,2025-03-29,01,quantile,0.850,244.375908
2025-04-05,wk inc covid hosp,-1,2025-03-29,01,quantile,0.900,246.738917
2025-04-05,wk inc covid hosp,-1,2025-03-29,01,quantile,0.950,250.344922
2025-04-05,wk inc covid hosp,-1,2025-03-29,01,quantile,0.975,254.023842
2025-04-05,wk inc covid hosp,-1,2025-03-29,01,quantile,0.990,266.544538
2025-04-05,wk inc covid hosp,0,2025-04-05,01,quantile,0.010,161.064996
2025-04-05,wk inc covid hosp,0,2025-04-05,01,quantile,0.025,177.192878
2025-04-05,wk inc covid hosp,0,2025-04-05,01,quantile,0.050,185.088430
2025-04-05,wk inc covid hosp,0,2025-04-05,01,quantile,0.100,198.223432
2025-04-05,wk inc covid hosp,0,2025-04-05,01,quantile,0.150,204.653833
2025-04-05,wk inc covid hosp,0,2025-04-05,01,quantile,0.200,211.227552
2025-04-05,wk inc covid hosp,0,2025-04-05,01,quantile,0.250,215.239603
2025-04-05,wk inc covid hosp,0,2025-04-05,01,quantile,0.300,219.079622
2025-04-05,wk inc covid hosp,0,2025-04-05,01,quantile,0.350,222.324405
2025-04-05,wk inc covid hosp,0,2025-04-05,01,quantile,0.400,225.577289
2025-04-05,wk inc covid hosp,0,2025-04-05,01,quantile,0.450,228.133390
2025-04-05,wk inc covid hosp,0,2025-04-05,01,quantile,0.500,230.729383
