reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-05-17,wk inc covid hosp,-1,2025-05-10,01,quantile,0.010,37.672227
2025-05-17,wk inc covid hosp,-1,2025-05-10,01,quantile,0.025,49.445614
2025-05-17,wk inc covid hosp,-1,2025-05-10,01,quantile,0.050,57.575316
2025-05-17,wk inc covid hosp,-1,2025-05-10,01,quantile,0.100,61.925971
2025-05-17,wk inc covid hosp,-1,2025-05-10,01,quantile,0.150,63.827628
2025-05-17,wk inc covid hosp,-1,2025-05-10,01,quantile,0.200,65.759893
2025-05-17,wk inc covid hosp,-1,2025-05-10,01,quantile,0.250,67.319183
2025-05-17,wk inc covid hosp,-1,2025-05-10,01,quantile,0.300,67.831910
2025-05-17,wk inc covid hosp,-1,2025-05-10,01,quantile,0.350,68.349618
2025-05-17,wk inc covid hosp,-1,2025-05-10,01,quantile,0.400,68.718495
2025-05-17,wk inc covid hosp,-1,2025-05-10,01,quantile,0.450,68.983196
2025-05-17,wk inc covid hosp,-1,2025-05-10,01,quantile,0.500,69.166538
2025-05-17,wk inc covid hosp,-1,2025-05-10,01,quantile,0.550,69.300463
2025-05-17,wk inc covid hosp,-1,2025-05-10,01,quantile,0.600,69.429694
2025-05-17,wk inc covid hosp,-1,2025-05-10,01,quantile,0.650,69.600476
2025-05-17,wk inc covid hosp,-1,2025-05-10,01,quantile,0.700,69.775189
2025-05-17,wk inc covid hosp,-1,2025-05-10,01,quantile,0.750,69.915754
2025-05-17,wk inc covid hosp,-1,2025-05-10,01,quantile,0.800,70.113146
2025-05-17,wk inc covid hosp,-1,2025-05-10,01,quantile,0.850,70.321149
2025-05-17,wk inc covid hosp,-1,2025-05-10,01,quantile,0.900,70.625940
2025-05-17,wk inc covid hosp,-1,2025-05-10,01,quantile,0.950,71.268385
2025-05-17,wk inc covid hosp,-1,2025-05-10,01,quantile,0.975,71.891656
2025-05-17,wk inc covid hosp,-1,2025-05-10,01,quantile,0.990,72.897876
2025-05-17,wk inc covid hosp,0,2025-05-17,01,quantile,0.010,26.795663
2025-05-17,wk inc covid hosp,0,2025-05-17,01,quantile,0.025,38.116869
2025-05-17,wk inc covid hosp,0,2025-05-17,01,quantile,0.050,46.136787
2025-05-17,wk inc covid hosp,0,2025-05-17,01,quantile,0.100,50.858035
2025-05-17,wk inc covid hosp,0,2025-05-17,01,quantile,0.150,52.664000
2025-05-17,wk inc covid hosp,0,2025-05-17,01,quantile,0.200,55.530633
2025-05-17,wk inc covid hosp,0,2025-05-17,01,quantile,0.250,56.966365
2025-05-17,wk inc covid hosp,0,2025-05-17,01,quantile,0.300,57.771690
2025-05-17,wk inc covid hosp,0,2025-05-17,01,quantile,0.350,58.407181
2025-05-17,wk inc covid hosp,0,2025-05-17,01,quantile,0.400,58.814434
2025-05-17,wk inc covid hosp,0,2025-05-17,01,quantile,0.450,59.159580
2025-05-17,wk inc covid hosp,0,2025-05-17,01,quantile,0.500,59.447334
2025-05-17,wk inc covid hosp,0,2025-05-17,01,quantile,0.550,59.681529
2025-05-17,wk inc covid hosp,0,2025-05-17,01,quantile,0.600,59.921434
2025-05-17,wk inc covid hosp,0,2025-05-17,01,quantile,0.650,60.165536
2025-05-17,wk inc covid hosp,0,2025-05-17,01,quantile,0.700,60.353597
2025-05-17,wk inc covid hosp,0,2025-05-17,01,quantile,0.750,60.614258
2025-05-17,wk inc covid hosp,0,2025-05-17,01,quantile,0.800,60.861534
2025-05-17,wk inc covid hosp,0,2025-05-17,01,quantile,0.850,61.173683
2025-05-17,wk inc covid hosp,0,2025-05-17,01,quantile,0.900,61.561744
2025-05-17,wk inc covid hosp,0,2025-05-17,01,quantile,0.950,62.335547
2025-05-17,wk inc covid hosp,0,2025-05-17,01,quantile,0.975,63.106605
2025-05-17,wk inc covid hosp,0,2025-05-17,01,quantile,0.990,63.902283
2025-05-17,wk inc covid hosp,1,2025-05-24,01,quantile,0.010,19.236393
2025-05-17,wk inc covid hosp,1,2025-05-24,01,quantile,0.025,29.553683
2025-05-17,wk inc covid hosp,1,2025-05-24,01,quantile,0.050,37.078392
2025-05-17,wk inc covid hosp,1,2025-05-24,01,quantile,0.100,41.654325
2025-05-17,wk inc covid hosp,1,2025-05-24,01,quantile,0.150,44.052458
2025-05-17,wk inc covid hosp,1,2025-05-24,01,quantile,0.200,46.909966
2025-05-17,wk inc covid hosp,1,2025-05-24,01,quantile,0.250,48.355243
2025-05-17,wk inc covid hosp,1,2025-05-24,01,quantile,0.300,49.405456
2025-05-17,wk inc covid hosp,1,2025-05-24,01,quantile,0.350,49.995411
